c_elementvalue_id;ad_client_id;ad_org_id;isactive;created;createdby;updated;updatedby;value;name;description;accounttype;accountsign;isdoccontrolled;c_element_id;issummary;validfrom;validto;postactual;postbudget;postencumbrance;poststatistical;isbankaccount;c_bankaccount_id;isforeigncurrency;c_currency_id;showelement;showvaluecond;elementlevel;nomanualacct;datevuseauto
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;160;Pacht- und Mietrechte;Pacht- und Mietrechte;A;N;N;D871D9715A904125974B545FC0FF0691;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;165;Baurecht gem. § 19 (1b);Baurecht gem. § 19 (1b);A;N;N;D871D9715A904125974B545FC0FF0692;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;170;Geschäfts(Firmen)wert;Geschäfts(Firmen)wert;A;N;N;D871D9715A904125974B545FC0FF0693;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;180;Anz.a.Immat.Vermögensgegenst.;Anz.a.Immat.Vermögensgegenst.;A;N;N;D871D9715A904125974B545FC0FF0694;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;190;Kumulierte Afa Immat.Verm.gegenst.;Kumulierte Afa Immat.Verm.gegenst.;A;N;N;D871D9715A904125974B545FC0FF0695;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;200;Unbebaute Grundstücke;Unbebaute Grundstücke;A;N;N;D871D9715A904125974B545FC0FF0696;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;205;Grundstücke gem. § 19 (1b);Grundstücke gem. § 19 (1b);A;N;N;D871D9715A904125974B545FC0FF0697;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;210;Grundstückswert;Grundstückswert;A;N;N;D871D9715A904125974B545FC0FF0698;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;220;Grundstücksgleiche Rechte;Grundstücksgleiche Rechte;A;N;N;D871D9715A904125974B545FC0FF0699;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;225;Baurecht gem. § 19 (1b);Baurecht gem. § 19 (1b);A;N;N;D871D9715A904125974B545FC0FF0700;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;230;Dauerwohnrechte,Abbaurechte;Dauerwohnrechte,Abbaurechte;A;N;N;D871D9715A904125974B545FC0FF0701;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;240;Grundstücke m.Substanzverzehr;Grundstücke m.Substanzverzehr;A;N;N;D871D9715A904125974B545FC0FF0702;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;300;Betr.-u.Gesch.Geb.auf eig.Grund;Betr.-u.Gesch.Geb.auf eig.Grund;A;N;N;D871D9715A904125974B545FC0FF0703;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;310;Wohn- u.Sozialgeb.auf eig.Grund;Wohn- u.Sozialgeb.auf eig.Grund;A;N;N;D871D9715A904125974B545FC0FF0704;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;320;Betr.-u.Gesch.Geb.auf fr.Grund;Betr.-u.Gesch.Geb.auf fr.Grund;A;N;N;D871D9715A904125974B545FC0FF0705;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;325;Gebäude auf fr.Grund gem.§ 19(1b);Gebäude auf fr.Grund gem.§ 19(1b);A;N;N;D871D9715A904125974B545FC0FF0706;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;330;Wohn- und Sozialgeb.auf fr.Grund;Wohn- und Sozialgeb.auf fr.Grund;A;N;N;D871D9715A904125974B545FC0FF0707;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;340;Grundstückseinrichtg. auf eig.Grund;Grundstückseinrichtg. auf eig.Grund;A;N;N;D871D9715A904125974B545FC0FF0708;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;345;Andere Baulichkeit.a.eig.Grund;Andere Baulichkeit.a.eig.Grund;A;N;N;D871D9715A904125974B545FC0FF0709;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;350;Grundstückseinr.auf fremden Grund;Grundstückseinr.auf fremden Grund;A;N;N;D871D9715A904125974B545FC0FF0710;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;355;Andere Baulichkeit.a.fr.Grund;Andere Baulichkeit.a.fr.Grund;A;N;N;D871D9715A904125974B545FC0FF0711;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;360;Baul.Inv.i.fr.Betr.u.Gesch.gebäuden;Baul.Inv.i.fr.Betr.u.Gesch.gebäuden;A;N;N;D871D9715A904125974B545FC0FF0712;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;370;Baul.Invest.i.fr.Wohn-u.Soz.Geb.;Baul.Invest.i.fr.Wohn-u.Soz.Geb.;A;N;N;D871D9715A904125974B545FC0FF0713;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;380;Baul.Inv.i.fremden and. Baulichk.;Baul.Inv.i.fremden and. Baulichk.;A;N;N;D871D9715A904125974B545FC0FF0714;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;390;Kumulierte Afa Grundst.u.Gebäude;Kumulierte Afa Grundst.u.Gebäude;A;N;N;D871D9715A904125974B545FC0FF0715;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;400;Maschinen;Maschinen;A;N;N;D871D9715A904125974B545FC0FF0716;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;410;Fert.-u.Antriebsmaschinen;Fert.-u.Antriebsmaschinen;A;N;N;D871D9715A904125974B545FC0FF0717;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;420;Technische Anlagen;Technische Anlagen;A;N;N;D871D9715A904125974B545FC0FF0718;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;430;Energievers.-u.Transportanl.;Energievers.-u.Transportanl.;A;N;N;D871D9715A904125974B545FC0FF0719;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;440;Sonst.masch.Anl.u.Betriebsvorr.;Sonst.masch.Anl.u.Betriebsvorr.;A;N;N;D871D9715A904125974B545FC0FF0720;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;460;Sonst.Maschinen;Sonst.Maschinen;A;N;N;D871D9715A904125974B545FC0FF0721;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;470;Vorräte Maschinenersatzteile;Vorräte Maschinenersatzteile;A;N;N;D871D9715A904125974B545FC0FF0722;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;480;Masch.Einbauten auf fr.Grund;Masch.Einbauten auf fr.Grund;A;N;N;D871D9715A904125974B545FC0FF0723;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;500;Maschinenwerkzeuge;Maschinenwerkzeuge;A;N;N;D871D9715A904125974B545FC0FF0724;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;510;Allgem.Werkzeuge u.Handwerkzeuge;Allgem.Werkzeuge u.Handwerkzeuge;A;N;N;D871D9715A904125974B545FC0FF0725;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;520;Vorrichtungen,Formen u.Modelle;Vorrichtungen,Formen u.Modelle;A;N;N;D871D9715A904125974B545FC0FF0726;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;530;Andere Erzeugungshilfsmittel;Andere Erzeugungshilfsmittel;A;N;N;D871D9715A904125974B545FC0FF0727;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;540;Hebezeuge u.Montageanlagen;Hebezeuge u.Montageanlagen;A;N;N;D871D9715A904125974B545FC0FF0728;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;550;Geringwert.Verm.gegenst.(Erzeug.);Geringwert.Verm.gegenst.(Erzeug.);A;N;N;D871D9715A904125974B545FC0FF0729;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;559;Festwert Maschinen;Festwert Maschinen;A;N;N;D871D9715A904125974B545FC0FF0730;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;560;Geringw.Werkz.,Vorr.,Mod.,For.;Geringw.Werkz.,Vorr.,Mod.,For.;A;N;N;D871D9715A904125974B545FC0FF0731;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;569;Festwert Werkz.,Vorr.,Mod.,Masch.;Festwert Werkz.,Vorr.,Mod.,Masch.;A;N;N;D871D9715A904125974B545FC0FF0732;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;590;Kumulierte Afa techn.Anl.,Maschinen;Kumulierte Afa techn.Anl.,Maschinen;A;N;N;D871D9715A904125974B545FC0FF0733;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;600;Beheizungs-u.Beleuchtungsanl.;Beheizungs-u.Beleuchtungsanl.;A;N;N;D871D9715A904125974B545FC0FF0734;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;610;Nachrichten- u.Kontrollanl.;Nachrichten- u.Kontrollanl.;A;N;N;D871D9715A904125974B545FC0FF0735;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;620;Büromaschinen,EDV-Anlagen;Büromaschinen,EDV-Anlagen;A;N;N;D871D9715A904125974B545FC0FF0736;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;621;Büromaschinen,EDV-Anlagen igE;Büromaschinen,EDV-Anlagen igE;A;N;N;D871D9715A904125974B545FC0FF0737;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;630;PKW;PKW;A;N;N;D871D9715A904125974B545FC0FF0738;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;640;LKW;LKW;A;N;N;D871D9715A904125974B545FC0FF0739;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;650;Andere Beförderungsmittel;Andere Beförderungsmittel;A;N;N;D871D9715A904125974B545FC0FF0740;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;660;And.Betriebs-u.Gesch.Ausstattung;And.Betriebs-u.Gesch.Ausstattung;A;N;N;D871D9715A904125974B545FC0FF0741;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;661;Betriebs-u. Gesch. Ausstattung IgE;Betriebs-u. Gesch. Ausstattung IgE;A;N;N;D871D9715A904125974B545FC0FF0742;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;665;Geschäftsausstattung;Geschäftsausstattung;A;N;N;D871D9715A904125974B545FC0FF0743;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;669;Wohnungsausstattung HS 60 Top 6;Wohnungsausstattung HS 60 Top 6;A;N;N;D871D9715A904125974B545FC0FF0744;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;670;Gebinde;Gebinde;A;N;N;D871D9715A904125974B545FC0FF0745;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;680;Geringwert.Verm.gegenst.(n.Erzeug.);Geringwert.Verm.gegenst.(n.Erzeug.);A;N;N;D871D9715A904125974B545FC0FF0746;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;689;Festwert Betr.u.Gesch.Ausst.;Festwert Betr.u.Gesch.Ausst.;A;N;N;D871D9715A904125974B545FC0FF0747;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;690;Kumulierte Afa Betr.u.Gesch.ausst.;Kumulierte Afa Betr.u.Gesch.ausst.;A;N;N;D871D9715A904125974B545FC0FF0748;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;695;kalkulatorische Abschreibungen;kalkulatorische Abschreibungen;A;N;N;D871D9715A904125974B545FC0FF0749;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;700;Anz.a.beb.Grdst.u.Baut.a.fr.Gr;Anz.a.beb.Grdst.u.Baut.a.fr.Gr;A;N;N;D871D9715A904125974B545FC0FF0750;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;703;Anzahlungen a.unbeb.Grundst.;Anzahlungen a.unbeb.Grundst.;A;N;N;D871D9715A904125974B545FC0FF0751;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;706;Anz.a.Masch.u.masch.Anlagen;Anz.a.Masch.u.masch.Anlagen;A;N;N;D871D9715A904125974B545FC0FF0752;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;708;Anz.a.And.Anl.u.BGA;Anz.a.And.Anl.u.BGA;A;N;N;D871D9715A904125974B545FC0FF0753;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;710;In Bau befindliche Gebäude;In Bau befindliche Gebäude;A;N;N;D871D9715A904125974B545FC0FF0754;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;730;In Bau bef.Masch.u.masch.Anl.;In Bau bef.Masch.u.masch.Anl.;A;N;N;D871D9715A904125974B545FC0FF0755;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;750;In Bau bef.And.Anl.u.BGA;In Bau bef.And.Anl.u.BGA;A;N;N;D871D9715A904125974B545FC0FF0756;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;790;Kumulierte Afa Anlagen in Bau;Kumulierte Afa Anlagen in Bau;A;N;N;D871D9715A904125974B545FC0FF0757;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;800;Ant.an verbundenen Unternehmen;Ant.an verbundenen Unternehmen;A;N;N;D871D9715A904125974B545FC0FF0758;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;810;Bet.an Gemeinsch.Unternehmen;Bet.an Gemeinsch.Unternehmen;A;N;N;D871D9715A904125974B545FC0FF0759;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;820;Bet.an angeschl.Unternehmen;Bet.an angeschl.Unternehmen;A;N;N;D871D9715A904125974B545FC0FF0760;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;830;Sonst.Beteiligungen;Sonst.Beteiligungen;A;N;N;D871D9715A904125974B545FC0FF0761;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;840;Ausl.a.verbundene Unternehmen;Ausl.a.verbundene Unternehmen;A;N;N;D871D9715A904125974B545FC0FF0762;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;850;Ausl.a.Untern.m.Bet.Verhältnis;Ausl.a.Untern.m.Bet.Verhältnis;A;N;N;D871D9715A904125974B545FC0FF0763;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;860;Ausleihungen an Gesellschafter;Ausleihungen an Gesellschafter;A;N;N;D871D9715A904125974B545FC0FF0764;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-10-11 17:43:25.597216;100;2016-10-11 17:43:25.597216;100;863;Ausl.a.nahestehende Personen;Ausl.a.nahestehende Personen;A;N;N;D871D9715A904125974B545FC0FF0765;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
